commune;code_insee;departement;geo_point_2d
BOUVILLE;28057;EURE-ET-LOIR;48.2618330754,1.37825366464
BRECHAMPS;28058;EURE-ET-LOIR;48.67275991,1.52098330064
BREZOLLES;28059;EURE-ET-LOIR;48.6888038711,1.06430633901
BRICONVILLE;28060;EURE-ET-LOIR;48.5160983011,1.38866084264
BROU;28061;EURE-ET-LOIR;48.2174479455,1.15740318839
BROUE;28062;EURE-ET-LOIR;48.7523989393,1.52435606759
BRUNELLES;28063;EURE-ET-LOIR;48.3251844262,0.912576880083
BU;28064;EURE-ET-LOIR;48.8022272101,1.49327920018
BULLAINVILLE;28065;EURE-ET-LOIR;48.1704047942,1.50701616135
BULLOU;28066;EURE-ET-LOIR;48.2353082399,1.24636704324
CERNAY;28067;EURE-ET-LOIR;48.3854124094,1.23047521955
CHALLET;28068;EURE-ET-LOIR;48.5557196797,1.42782660043
CHAMPAGNE;28069;EURE-ET-LOIR;48.7645781048,1.55895012273
CHAMPHOL;28070;EURE-ET-LOIR;48.4669825206,1.51056677548
CHAMPROND-EN-GATINE;28071;EURE-ET-LOIR;48.3959360565,1.07458299345
CHAMPROND-EN-PERCHET;28072;EURE-ET-LOIR;48.3085191806,0.888503086856
CHAMPSERU;28073;EURE-ET-LOIR;48.4910310864,1.64595417772
LA CHAPELLE-D'AUNAINVILLE;28074;EURE-ET-LOIR;48.4158203912,1.79760418666
LA CHAPELLE-DU-NOYER;28075;EURE-ET-LOIR;48.0424164901,1.31784334889
LA CHAPELLE-FORAINVILLIERS;28076;EURE-ET-LOIR;48.7282722261,1.49116779483
LA CHAPELLE-FORTIN;28077;EURE-ET-LOIR;48.6478574812,0.862854348715
CHAPELLE-GUILLAUME;28078;EURE-ET-LOIR;48.1192028756,0.892832407853
CHAPELLE-ROYALE;28079;EURE-ET-LOIR;48.1530043069,1.04379392191
CHARBONNIERES;28080;EURE-ET-LOIR;48.1895067201,0.944303356548
CHARONVILLE;28081;EURE-ET-LOIR;48.2828983569,1.31051879432
CHARPONT;28082;EURE-ET-LOIR;48.6958429169,1.43243894312
CHARRAY;28083;EURE-ET-LOIR;47.9676391544,1.34088223788
CHARTAINVILLIERS;28084;EURE-ET-LOIR;48.5430971453,1.54564862938
CHARTRES;28085;EURE-ET-LOIR;48.4471464884,1.50570610616
CHASSANT;28086;EURE-ET-LOIR;48.2920478755,1.06748981615
CHATAINCOURT;28087;EURE-ET-LOIR;48.6926195809,1.23398469234
CHATEAUDUN;28088;EURE-ET-LOIR;48.0762457334,1.32636728625
CHATEAUNEUF-EN-THYMERAIS;28089;EURE-ET-LOIR;48.589125049,1.23775016473
LES CHATELETS;28090;EURE-ET-LOIR;48.6595742637,1.01827113343
LES CHATELLIERS-NOTRE-DAME;28091;EURE-ET-LOIR;48.3465496414,1.2099229364
CHATENAY;28092;EURE-ET-LOIR;48.3552348827,1.88349529404
CHATILLON-EN-DUNOIS;28093;EURE-ET-LOIR;48.1250699549,1.1825407088
CHAUDON;28094;EURE-ET-LOIR;48.6542763925,1.49383187007
CHAUFFOURS;28095;EURE-ET-LOIR;48.3944888938,1.33691872297
LA CHAUSSEE-D'IVRY;28096;EURE-ET-LOIR;48.8886967439,1.48819034746
CHERISY;28098;EURE-ET-LOIR;48.7567062776,1.43470618307
CHUISNES;28099;EURE-ET-LOIR;48.4370118675,1.1888981198
CINTRAY;28100;EURE-ET-LOIR;48.4458871543,1.3658542518
CIVRY;28101;EURE-ET-LOIR;48.0852872974,1.48109587759
CLEVILLIERS;28102;EURE-ET-LOIR;48.5510764723,1.38436336991
CLOYES-SUR-LE-LOIR;28103;EURE-ET-LOIR;47.9934559542,1.22150535909
COLTAINVILLE;28104;EURE-ET-LOIR;48.4919525444,1.59662805553
COMBRES;28105;EURE-ET-LOIR;48.3366942783,1.06041193699
CONIE-MOLITARD;28106;EURE-ET-LOIR;48.1134838252,1.44167207684
CORANCEZ;28107;EURE-ET-LOIR;48.3673223163,1.5147876149
CORMAINVILLE;28108;EURE-ET-LOIR;48.1315186166,1.60577478136
LES CORVEES-LES-YYS;28109;EURE-ET-LOIR;48.3652575039,1.14754318067
LE COUDRAY;28110;EURE-ET-LOIR;48.41900521,1.50280738837
COUDRAY-AU-PERCHE;28111;EURE-ET-LOIR;48.2383164259,0.857009664222
COUDRECEAU;28112;EURE-ET-LOIR;48.3474351192,0.92333913843
COULOMBS;28113;EURE-ET-LOIR;48.6558925205,1.55323037747
COURBEHAYE;28114;EURE-ET-LOIR;48.1487812359,1.60780606369
COURTALAIN;28115;EURE-ET-LOIR;48.083883008,1.13673645483
COURVILLE-SUR-EURE;28116;EURE-ET-LOIR;48.4522710093,1.24921701438
CRECY-COUVE;28117;EURE-ET-LOIR;48.6799400303,1.28280471955
CROISILLES;28118;EURE-ET-LOIR;48.6907785003,1.49908136395
LA CROIX-DU-PERCHE;28119;EURE-ET-LOIR;48.2811953008,1.04194353092
CRUCEY-VILLAGES;28120;EURE-ET-LOIR;48.6685590578,1.10718898581
DAMBRON;28121;EURE-ET-LOIR;48.1163250641,1.87193508112
DAMMARIE;28122;EURE-ET-LOIR;48.3378217549,1.49741837777
DAMPIERRE-SOUS-BROU;28123;EURE-ET-LOIR;48.2244450667,1.10899937921
DAMPIERRE-SUR-AVRE;28124;EURE-ET-LOIR;48.7574894001,1.14268157055
DANCY;28126;EURE-ET-LOIR;48.1527632149,1.46203314181
DANGEAU;28127;EURE-ET-LOIR;48.1969504376,1.27633745372
DANGERS;28128;EURE-ET-LOIR;48.5096674489,1.35007819193
DENONVILLE;28129;EURE-ET-LOIR;48.3929135935,1.79949258254
DIGNY;28130;EURE-ET-LOIR;48.5287429775,1.13541399668
DONNEMAIN-SAINT-MAMES;28132;EURE-ET-LOIR;48.1003971896,1.36973493796
DOUY;28133;EURE-ET-LOIR;48.0366150829,1.27967684752
DREUX;28134;EURE-ET-LOIR;48.7485203213,1.35931854112
DROUE-SUR-DROUETTE;28135;EURE-ET-LOIR;48.6019197892,1.70074924736
ECLUZELLES;28136;EURE-ET-LOIR;48.7084339399,1.42195083018
ECROSNES;28137;EURE-ET-LOIR;48.5539831477,1.73345464654
EPEAUTROLLES;28139;EURE-ET-LOIR;48.31308475,1.33312111882
EPERNON;28140;EURE-ET-LOIR;48.5941135535,1.68537156703
ERMENONVILLE-LA-GRANDE;28141;EURE-ET-LOIR;48.3356889061,1.38093715514
ERMENONVILLE-LA-PETITE;28142;EURE-ET-LOIR;48.2920874684,1.34785065317
ESCORPAIN;28143;EURE-ET-LOIR;48.719747149,1.21490953697
LES ETILLEUX;28144;EURE-ET-LOIR;48.2447661829,0.81627272785
FAINS-LA-FOLIE;28145;EURE-ET-LOIR;48.2163864352,1.63013783889
FAVEROLLES;28146;EURE-ET-LOIR;48.6810277192,1.58421456616
FAVIERES;28147;EURE-ET-LOIR;48.5320826189,1.22893932026
LE FAVRIL;28148;EURE-ET-LOIR;48.4602165787,1.11125925385
LA FERTE-VIDAME;28149;EURE-ET-LOIR;48.6000288384,0.88283888665
LA FERTE-VILLENEUIL;28150;EURE-ET-LOIR;47.9839726431,1.34319975365
FESSANVILLIERS-MATTANVILLIERS;28151;EURE-ET-LOIR;48.7036704915,1.03522178527
FLACEY;28153;EURE-ET-LOIR;48.1513426394,1.33294278767
FONTAINE-LA-GUYON;28154;EURE-ET-LOIR;48.4754751752,1.2975045091
FONTAINE-LES-RIBOUTS;28155;EURE-ET-LOIR;48.6550452018,1.24758940203
FONTAINE-SIMON;28156;EURE-ET-LOIR;48.5088733732,0.992529524714
FONTENAY-SUR-CONIE;28157;EURE-ET-LOIR;48.1656552776,1.68239888522
FONTENAY-SUR-EURE;28158;EURE-ET-LOIR;48.4059853535,1.42241249487
LA FRAMBOISIERE;28159;EURE-ET-LOIR;48.597334686,1.01588556317
FRANCOURVILLE;28160;EURE-ET-LOIR;48.4018212449,1.66249055604
FRAZE;28161;EURE-ET-LOIR;48.2597341794,1.09855168328
FRESNAY-LE-COMTE;28162;EURE-ET-LOIR;48.3043561656,1.47797333912
FRESNAY-LE-GILMERT;28163;EURE-ET-LOIR;48.5129802184,1.4182025742
FRESNAY-L'EVEQUE;28164;EURE-ET-LOIR;48.2584598646,1.81447858393
FRETIGNY;28165;EURE-ET-LOIR;48.3640025075,1.0070715112
FRIAIZE;28166;EURE-ET-LOIR;48.429903453,1.12215343236
FRUNCE;28167;EURE-ET-LOIR;48.4055650725,1.19764831132
GALLARDON;28168;EURE-ET-LOIR;48.5338026197,1.68926878076
GARANCIERES-EN-BEAUCE;28169;EURE-ET-LOIR;48.433368289,1.91544327083
GARANCIERES-EN-DROUAIS;28170;EURE-ET-LOIR;48.7027343223,1.28199977538
GARNAY;28171;EURE-ET-LOIR;48.6998026129,1.33718579474
GAS;28172;EURE-ET-LOIR;48.5643910001,1.66759843253
GASVILLE-OISEME;28173;EURE-ET-LOIR;48.4727517815,1.55494978026
LA GAUDAINE;28175;EURE-ET-LOIR;48.2976074029,0.951537622095
LE GAULT-SAINT-DENIS;28176;EURE-ET-LOIR;48.2461354624,1.48317191408
GELLAINVILLE;28177;EURE-ET-LOIR;48.4162199686,1.53530515243
GERMAINVILLE;28178;EURE-ET-LOIR;48.7450510494,1.47749303837
GERMIGNONVILLE;28179;EURE-ET-LOIR;48.1931375884,1.74195087014
GILLES;28180;EURE-ET-LOIR;48.9091969133,1.51807124557
GOHORY;28182;EURE-ET-LOIR;48.1653685282,1.22366989339
GOMMERVILLE;28183;EURE-ET-LOIR;48.3430832547,1.95281271777
GOUILLONS;28184;EURE-ET-LOIR;48.3421221995,1.84393517435
GOUSSAINVILLE;28185;EURE-ET-LOIR;48.7829804111,1.56001143121
GUAINVILLE;28187;EURE-ET-LOIR;48.9218839821,1.48299091693
LE GUE-DE-LONGROI;28188;EURE-ET-LOIR;48.4912723078,1.70789056431
GUILLEVILLE;28189;EURE-ET-LOIR;48.2218869218,1.80247996905
GUILLONVILLE;28190;EURE-ET-LOIR;48.0936096295,1.64289190439
HANCHES;28191;EURE-ET-LOIR;48.5967671764,1.6482246442
HAPPONVILLIERS;28192;EURE-ET-LOIR;48.3299066055,1.10478004356
HAVELU;28193;EURE-ET-LOIR;48.7877502403,1.53388014582
HOUVILLE-LA-BRANCHE;28194;EURE-ET-LOIR;48.4443093655,1.63867238053
HOUX;28195;EURE-ET-LOIR;48.569793408,1.62105336721
ILLIERS-COMBRAY;28196;EURE-ET-LOIR;48.3032872833,1.22693727509
INTREVILLE;28197;EURE-ET-LOIR;48.2982378814,1.93552953534
JALLANS;28198;EURE-ET-LOIR;48.0767840463,1.38589704833
JANVILLE;28199;EURE-ET-LOIR;48.200814518,1.89039239434
JAUDRAIS;28200;EURE-ET-LOIR;48.574248144,1.12322671781
JOUY;28201;EURE-ET-LOIR;48.5156020381,1.54597077528
LAMBLORE;28202;EURE-ET-LOIR;48.6259517253,0.915645729308
LANDELLES;28203;EURE-ET-LOIR;48.4626590612,1.19157539443
LANGEY;28204;EURE-ET-LOIR;48.0486333744,1.18485608196
LANNERAY;28205;EURE-ET-LOIR;48.0865267047,1.22911535652
LAONS;28206;EURE-ET-LOIR;48.6980280524,1.18635370769
LETHUIN;28207;EURE-ET-LOIR;48.3768807843,1.86192482612
LEVAINVILLE;28208;EURE-ET-LOIR;48.4925727301,1.74748225078
LEVES;28209;EURE-ET-LOIR;48.4799675774,1.46931768509
LEVESVILLE-LA-CHENARD;28210;EURE-ET-LOIR;48.3026078752,1.83081458653
LOGRON;28211;EURE-ET-LOIR;48.1408053653,1.25353586529
LOIGNY-LA-BATAILLE;28212;EURE-ET-LOIR;48.126976397,1.72344653891
LORMAYE;28213;EURE-ET-LOIR;48.6389252281,1.54309712562
LA LOUPE;28214;EURE-ET-LOIR;48.473175806,1.02235330632
LOUVILLE-LA-CHENARD;28215;EURE-ET-LOIR;48.3262102975,1.79519469277
LOUVILLIERS-EN-DROUAIS;28216;EURE-ET-LOIR;48.7348522344,1.28314015139
LOUVILLIERS-LES-PERCHE;28217;EURE-ET-LOIR;48.6161655057,1.06602415569
LUCE;28218;EURE-ET-LOIR;48.434779098,1.45277569654
LUIGNY;28219;EURE-ET-LOIR;48.2366504401,1.02792441815
LUISANT;28220;EURE-ET-LOIR;48.4232173062,1.46928323877
LUMEAU;28221;EURE-ET-LOIR;48.106757981,1.7776103465
LUPLANTE;28222;EURE-ET-LOIR;48.2989041205,1.38417149076
LURAY;28223;EURE-ET-LOIR;48.7158016965,1.39904091699
LUTZ-EN-DUNOIS;28224;EURE-ET-LOIR;48.0585028612,1.42179570533
MAGNY;28225;EURE-ET-LOIR;48.3445190999,1.27019288378
MAILLEBOIS;28226;EURE-ET-LOIR;48.6321135718,1.1501161639
MAINTENON;28227;EURE-ET-LOIR;48.5838765563,1.58410337254
MAINVILLIERS;28229;EURE-ET-LOIR;48.4625411561,1.44581970225
MAISONS;28230;EURE-ET-LOIR;48.4036829881,1.84481413865
LA MANCELIERE;28231;EURE-ET-LOIR;48.6429568791,0.985217307956
MANOU;28232;EURE-ET-LOIR;48.5363856348,0.962933887077
MARBOUE;28233;EURE-ET-LOIR;48.1196433379,1.30776071957
MARCHEVILLE;28234;EURE-ET-LOIR;48.3638497344,1.24329723832
MARCHEZAIS;28235;EURE-ET-LOIR;48.7749796746,1.51347142125
MARGON;28236;EURE-ET-LOIR;48.337398478,0.850887620161
MAROLLES-LES-BUIS;28237;EURE-ET-LOIR;48.366153704,0.94298127545
MARVILLE-MOUTIERS-BRULE;28239;EURE-ET-LOIR;48.6748561524,1.37887146982
MEAUCE;28240;EURE-ET-LOIR;48.4843548386,0.985374374936
LE MEE;28241;EURE-ET-LOIR;47.9945008114,1.4091440341
MEREGLISE;28242;EURE-ET-LOIR;48.2935308635,1.18476040726
MEROUVILLE;28243;EURE-ET-LOIR;48.3030421961,1.9009195604
MESLAY-LE-GRENET;28245;EURE-ET-LOIR;48.3706581245,1.38965705749
MESLAY-LE-VIDAME;28246;EURE-ET-LOIR;48.2778375421,1.48218731208
LE MESNIL-SIMON;28247;EURE-ET-LOIR;48.8900734081,1.53507885253
LE MESNIL-THOMAS;28248;EURE-ET-LOIR;48.5900545537,1.08955144793
MEVOISINS;28249;EURE-ET-LOIR;48.5527925971,1.59900194364
MEZIERES-AU-PERCHE;28250;EURE-ET-LOIR;48.2503282821,1.27119066216
MEZIERES-EN-DROUAIS;28251;EURE-ET-LOIR;48.7254690446,1.4421064834
MIERMAIGNE;28252;EURE-ET-LOIR;48.2488776509,0.99749026867
MIGNIERES;28253;EURE-ET-LOIR;48.3607988018,1.42399697169
MITTAINVILLIERS;28254;EURE-ET-LOIR;48.499607648,1.31332241726
MOINVILLE-LA-JEULIN;28255;EURE-ET-LOIR;48.3757776174,1.70002480039
MOLEANS;28256;EURE-ET-LOIR;48.1124611479,1.40240862093
MONDONVILLE-SAINT-JEAN;28257;EURE-ET-LOIR;48.3631185129,1.82435785403
MONTAINVILLE;28258;EURE-ET-LOIR;48.2775098137,1.53431516911
MONTBOISSIER;28259;EURE-ET-LOIR;48.2296631604,1.40996586006
MONTHARVILLE;28260;EURE-ET-LOIR;48.1768570171,1.32504860803
MONTIGNY-LE-CHARTIF;28261;EURE-ET-LOIR;48.2909978482,1.13008902025
MONTIGNY-LE-GANNELON;28262;EURE-ET-LOIR;48.0164067784,1.22640020803
MONTIGNY-SUR-AVRE;28263;EURE-ET-LOIR;48.7203880517,1.01209586638
MONTIREAU;28264;EURE-ET-LOIR;48.4147284509,1.03540606287
MONTLANDON;28265;EURE-ET-LOIR;48.3881899209,1.02542042661
MONTREUIL;28267;EURE-ET-LOIR;48.7726380793,1.38032861219
MORAINVILLE;28268;EURE-ET-LOIR;48.3797470678,1.83370952065
MORANCEZ;28269;EURE-ET-LOIR;48.3965615994,1.50333516313
MORIERS;28270;EURE-ET-LOIR;48.2206945142,1.44018817268
MORVILLIERS;28271;EURE-ET-LOIR;48.6490907462,0.946747285207
MOTTEREAU;28272;EURE-ET-LOIR;48.2518845768,1.1688416202
MOULHARD;28273;EURE-ET-LOIR;48.2126188689,1.01237475524
MOUTIERS;28274;EURE-ET-LOIR;48.2956740987,1.76452451623
NERON;28275;EURE-ET-LOIR;48.5961826632,1.50307845744
NEUVY-EN-BEAUCE;28276;EURE-ET-LOIR;48.2759003271,1.87399760682
NEUVY-EN-DUNOIS;28277;EURE-ET-LOIR;48.2026068926,1.53607016392
NOGENT-LE-PHAYE;28278;EURE-ET-LOIR;48.4518880415,1.57822633062
NOGENT-LE-ROI;28279;EURE-ET-LOIR;48.6300718767,1.52405693927
NOGENT-LE-ROTROU;28280;EURE-ET-LOIR;48.3176302432,0.804048016354
NOGENT-SUR-EURE;28281;EURE-ET-LOIR;48.3896168991,1.37569716428
NONVILLIERS-GRANDHOUX;28282;EURE-ET-LOIR;48.3396576649,1.14563096287
NOTTONVILLE;28283;EURE-ET-LOIR;48.1245767113,1.52530460831
OINVILLE-SAINT-LIPHARD;28284;EURE-ET-LOIR;48.2356320829,1.92414549708
OINVILLE-SOUS-AUNEAU;28285;EURE-ET-LOIR;48.4697612447,1.71422426544
OLLE;28286;EURE-ET-LOIR;48.3861713176,1.29676910004
ORGERES-EN-BEAUCE;28287;EURE-ET-LOIR;48.1385604714,1.684325346
ORLU;28288;EURE-ET-LOIR;48.3703339458,1.92692216752
ORMOY;28289;EURE-ET-LOIR;48.6243546141,1.47177078539
ORROUER;28290;EURE-ET-LOIR;48.4059068462,1.27863713546
OUARVILLE;28291;EURE-ET-LOIR;48.3617202687,1.76951827841
OUERRE;28292;EURE-ET-LOIR;48.7080614292,1.48885870583
OULINS;28293;EURE-ET-LOIR;48.8665989228,1.4893062268
OYSONVILLE;28294;EURE-ET-LOIR;48.3928067068,1.94831483735
OZOIR-LE-BREUIL;28295;EURE-ET-LOIR;48.0140288244,1.47582957378
PERONVILLE;28296;EURE-ET-LOIR;48.0586450823,1.5824310106
PEZY;28297;EURE-ET-LOIR;48.3154558821,1.56655434784
PIERRES;28298;EURE-ET-LOIR;48.5892951017,1.55200898008
LES PINTHIERES;28299;EURE-ET-LOIR;48.7047238564,1.57392519381
POINVILLE;28300;EURE-ET-LOIR;48.1748951047,1.90040585204
POISVILLIERS;28301;EURE-ET-LOIR;48.5063843494,1.46123630371
PONTGOUIN;28302;EURE-ET-LOIR;48.4914581287,1.14548967214
POUPRY;28303;EURE-ET-LOIR;48.0996466123,1.83298152372
PRASVILLE;28304;EURE-ET-LOIR;48.2738416281,1.71166561057
PRE-SAINT-EVROULT;28305;EURE-ET-LOIR;48.1878434456,1.4610005608
PRE-SAINT-MARTIN;28306;EURE-ET-LOIR;48.2195680245,1.47285651616
PRUDEMANCHE;28308;EURE-ET-LOIR;48.7214056667,1.13416780653
PRUNAY-LE-GILLON;28309;EURE-ET-LOIR;48.3665143772,1.63539609302
LA PUISAYE;28310;EURE-ET-LOIR;48.6126007617,0.96980653651
LE PUISET;28311;EURE-ET-LOIR;48.2134406832,1.86245044314
PUISEUX;28312;EURE-ET-LOIR;48.6389286317,1.36882043567
RECLAINVILLE;28313;EURE-ET-LOIR;48.3375337584,1.73962432713
LES RESSUINTES;28314;EURE-ET-LOIR;48.5952891998,0.926278842341
REVERCOURT;28315;EURE-ET-LOIR;48.7223591081,1.077287859
ROHAIRE;28316;EURE-ET-LOIR;48.6667438404,0.839547342501
ROINVILLE;28317;EURE-ET-LOIR;48.4427044137,1.7567393005
ROMILLY-SUR-AIGRE;28318;EURE-ET-LOIR;47.9801700708,1.28298117562
ROUVRAY-SAINT-DENIS;28319;EURE-ET-LOIR;48.2770955308,1.94270719107
ROUVRAY-SAINT-FLORENTIN;28320;EURE-ET-LOIR;48.2569834041,1.56271444827
ROUVRES;28321;EURE-ET-LOIR;48.8322998,1.48070112621
RUEIL-LA-GADELIERE;28322;EURE-ET-LOIR;48.7045261989,0.963451451882
SAINT-ANGE-ET-TORCAY;28323;EURE-ET-LOIR;48.6495007318,1.21435953964
SAINT-ARNOULT-DES-BOIS;28324;EURE-ET-LOIR;48.4933065448,1.25476022855
SAINT-AUBIN-DES-BOIS;28325;EURE-ET-LOIR;48.4631418835,1.34544472164
SAINT-AVIT-LES-GUESPIERES;28326;EURE-ET-LOIR;48.2684999269,1.2627628625
SAINT-BOMER;28327;EURE-ET-LOIR;48.194965232,0.829197068789
SAINT-CHRISTOPHE;28329;EURE-ET-LOIR;48.1319981863,1.36945668729
SAINT-CLOUD-EN-DUNOIS;28330;EURE-ET-LOIR;48.0457576548,1.46955748581
SAINT-DENIS-D'AUTHOU;28331;EURE-ET-LOIR;48.3325632205,0.996756265115
SAINTE-GEMME-MORONVAL;28332;EURE-ET-LOIR;48.7355373578,1.41198816896
SAINT-DENIS-DES-PUITS;28333;EURE-ET-LOIR;48.3801274748,1.16252048003
SAINT-DENIS-LES-PONTS;28334;EURE-ET-LOIR;48.0613637512,1.27228736611
SAINT-ELIPH;28335;EURE-ET-LOIR;48.4496890449,1.03615954859
SAINT-EMAN;28336;EURE-ET-LOIR;48.3240677989,1.19980049404
SAINT-GEORGES-SUR-EURE;28337;EURE-ET-LOIR;48.4195557033,1.35743485522
SAINT-GERMAIN-LE-GAILLARD;28339;EURE-ET-LOIR;48.4242025077,1.25461736967
SAINT-HILAIRE-SUR-YERRE;28340;EURE-ET-LOIR;48.0311474511,1.21923079467
SAINT-JEAN-DE-REBERVILLIERS;28341;EURE-ET-LOIR;48.6233222274,1.25762655972
SAINT-JEAN-PIERRE-FIXTE;28342;EURE-ET-LOIR;48.2924688955,0.830178092005
SAINT-LAURENT-LA-GATINE;28343;EURE-ET-LOIR;48.6932133379,1.54011525092
SAINT-LEGER-DES-AUBEES;28344;EURE-ET-LOIR;48.4142778005,1.74991232981
SAINT-LUBIN-DE-CRAVANT;28346;EURE-ET-LOIR;48.7071767352,1.10138248239
SAINT-LUBIN-DE-LA-HAYE;28347;EURE-ET-LOIR;48.818368676,1.56052234981
SAINT-LUBIN-DES-JONCHERETS;28348;EURE-ET-LOIR;48.7509228383,1.18734034626
SAINT-LUCIEN;28349;EURE-ET-LOIR;48.6391626613,1.62330924951
SAINT-LUPERCE;28350;EURE-ET-LOIR;48.4372634991,1.30302415414
SAINT-MAIXME-HAUTERIVE;28351;EURE-ET-LOIR;48.5930292363,1.19005684059
SAINT-MARTIN-DE-NIGELLES;28352;EURE-ET-LOIR;48.6131566659,1.6140648391
SAINT-MAUR-SUR-LE-LOIR;28353;EURE-ET-LOIR;48.1518179148,1.41832259921
SAINT-MAURICE-SAINT-GERMAIN;28354;EURE-ET-LOIR;48.4900427542,1.07345601066
SAINT-OUEN-MARCHEFROY;28355;EURE-ET-LOIR;48.8572176136,1.53020950146
SAINT-PELLERIN;28356;EURE-ET-LOIR;48.0724373117,1.14348881457
SAINT-PIAT;28357;EURE-ET-LOIR;48.5477876279,1.57936715019
SAINT-PREST;28358;EURE-ET-LOIR;48.4920175304,1.5142471785
SAINT-REMY-SUR-AVRE;28359;EURE-ET-LOIR;48.7491986422,1.23713784044
SAINT-SAUVEUR-MARVILLE;28360;EURE-ET-LOIR;48.6047259778,1.2856796289
BLEURY-SAINT-SYMPHORIEN;28361;EURE-ET-LOIR;48.5187189384,1.75640428866
SAINT-VICTOR-DE-BUTHON;28362;EURE-ET-LOIR;48.408433137,0.979282290732
SAINVILLE;28363;EURE-ET-LOIR;48.4153857478,1.88200624319
SANCHEVILLE;28364;EURE-ET-LOIR;48.1825259731,1.57949510769
SANDARVILLE;28365;EURE-ET-LOIR;48.3458662386,1.34877776164
SANTEUIL;28366;EURE-ET-LOIR;48.3828802713,1.7401363101
SANTILLY;28367;EURE-ET-LOIR;48.1486900011,1.87957339759
LA SAUCELLE;28368;EURE-ET-LOIR;48.6291051329,1.02634187849
SAULNIERES;28369;EURE-ET-LOIR;48.6650549297,1.26632253638
SAUMERAY;28370;EURE-ET-LOIR;48.2515939221,1.31885104886
SAUSSAY;28371;EURE-ET-LOIR;48.8508071385,1.41035357724
SENANTES;28372;EURE-ET-LOIR;48.6560652225,1.58443037368
SENONCHES;28373;EURE-ET-LOIR;48.559589174,1.01905757079
SERAZEREUX;28374;EURE-ET-LOIR;48.5949002026,1.43635782347
SERVILLE;28375;EURE-ET-LOIR;48.7695206769,1.48740784688
SOIZE;28376;EURE-ET-LOIR;48.1691325251,0.890518984946
SOREL-MOUSSEL;28377;EURE-ET-LOIR;48.8293779269,1.39390446206
SOUANCE-AU-PERCHE;28378;EURE-ET-LOIR;48.2707984058,0.834784803134
SOULAIRES;28379;EURE-ET-LOIR;48.5176795466,1.58912796204
SOURS;28380;EURE-ET-LOIR;48.4134954931,1.59645296484
TERMINIERS;28382;EURE-ET-LOIR;48.0896452774,1.72961042495
THEUVILLE;28383;EURE-ET-LOIR;48.3326223196,1.59154245059
LE THIEULIN;28385;EURE-ET-LOIR;48.4073892468,1.13977357716
THIMERT-GATELLES;28386;EURE-ET-LOIR;48.55496534,1.26206894057
THIRON-GARDAIS;28387;EURE-ET-LOIR;48.3047563926,1.01132470631
THIVARS;28388;EURE-ET-LOIR;48.3824570521,1.44888885738
THIVILLE;28389;EURE-ET-LOIR;48.0192686469,1.36596589142
TILLAY-LE-PENEUX;28390;EURE-ET-LOIR;48.1589221633,1.76370317108
TOURY;28391;EURE-ET-LOIR;48.1954185813,1.94344855336
TRANCRAINVILLE;28392;EURE-ET-LOIR;48.2378117353,1.86150944495
TREMBLAY-LES-VILLAGES;28393;EURE-ET-LOIR;48.5881626072,1.36867843258
TREON;28394;EURE-ET-LOIR;48.6752456837,1.32503557014
TRIZAY-COUTRETOT-SAINT-SERGE;28395;EURE-ET-LOIR;48.2928451299,0.878132374708
TRIZAY-LES-BONNEVAL;28396;EURE-ET-LOIR;48.1997904547,1.33237948177
UMPEAU;28397;EURE-ET-LOIR;48.4684563155,1.66580333613
UNVERRE;28398;EURE-ET-LOIR;48.188963533,1.07242438332
VARIZE;28400;EURE-ET-LOIR;48.082379258,1.52561665156
VAUPILLON;28401;EURE-ET-LOIR;48.4601431127,0.969676262145
VERIGNY;28402;EURE-ET-LOIR;48.5290867823,1.33689914466
VER-LES-CHARTRES;28403;EURE-ET-LOIR;48.3780916809,1.48044063443
VERNOUILLET;28404;EURE-ET-LOIR;48.7197917196,1.35089721897
VERT-EN-DROUAIS;28405;EURE-ET-LOIR;48.7510492874,1.29542201706
VIABON;28406;EURE-ET-LOIR;48.2158073726,1.69304337817
VICHERES;28407;EURE-ET-LOIR;48.2648756716,0.907051525279
VIERVILLE;28408;EURE-ET-LOIR;48.3843640334,1.90039348579
VIEUVICQ;28409;EURE-ET-LOIR;48.2613605126,1.20658103343
VILLAMPUY;28410;EURE-ET-LOIR;48.0405392356,1.511218856
VILLARS;28411;EURE-ET-LOIR;48.2311272458,1.54414100936
VILLEAU;28412;EURE-ET-LOIR;48.2407735425,1.59750899742
VILLEBON;28414;EURE-ET-LOIR;48.3895094771,1.19915993293
VILLEMEUX-SUR-EURE;28415;EURE-ET-LOIR;48.6710644205,1.4573632348
VILLENEUVE-SAINT-NICOLAS;28416;EURE-ET-LOIR;48.2894740515,1.56607383051
VILLIERS-LE-MORHIER;28417;EURE-ET-LOIR;48.6211492274,1.57247991458
VILLIERS-SAINT-ORIEN;28418;EURE-ET-LOIR;48.1426331097,1.49462124785
VITRAY-EN-BEAUCE;28419;EURE-ET-LOIR;48.276512121,1.42369112578
VOISE;28421;EURE-ET-LOIR;48.4021777408,1.70860045511
VOVES;28422;EURE-ET-LOIR;48.269861494,1.6311008246
YERMENONVILLE;28423;EURE-ET-LOIR;48.5487143528,1.62251535797
YEVRES;28424;EURE-ET-LOIR;48.1911088268,1.1911717339
YMERAY;28425;EURE-ET-LOIR;48.5089746618,1.7030629617
