commune;code_insee;departement;geo_point_2d
ASSIS-SUR-SERRE;2027;AISNE;49.6803739117,3.55491692691
ATHIES-SOUS-LAON;2028;AISNE;49.5757750686,3.69006632109
ATTILLY;2029;AISNE;49.8554489068,3.15363305662
AUBENCHEUL-AUX-BOIS;2030;AISNE;50.0239903854,3.26103215604
AUBENTON;2031;AISNE;49.8252306759,4.19066939985
AUBIGNY-AUX-KAISNES;2032;AISNE;49.7721524634,3.1192565988
AUBIGNY-EN-LAONNOIS;2033;AISNE;49.4968821185,3.79282850765
AUDIGNICOURT;2034;AISNE;49.4777157214,3.12718502825
AUDIGNY;2035;AISNE;49.8660645425,3.6312599901
AUGY;2036;AISNE;49.340063724,3.5110198819
AULNOIS-SOUS-LAON;2037;AISNE;49.6198117499,3.60981962105
LES AUTELS;2038;AISNE;49.7608855336,4.22422505762
AUTREMENCOURT;2039;AISNE;49.7051244442,3.79419867292
AUTREPPES;2040;AISNE;49.8969849321,3.85601033505
AUTREVILLE;2041;AISNE;49.5860875305,3.23602708427
AZY-SUR-MARNE;2042;AISNE;49.0039701095,3.35913214045
BAGNEUX;2043;AISNE;49.4601139731,3.27945330014
BANCIGNY;2044;AISNE;49.7978711595,4.03669866073
BARENTON-BUGNY;2046;AISNE;49.6218589779,3.66103056579
BARENTON-CEL;2047;AISNE;49.6477517259,3.64469997459
BARENTON-SUR-SERRE;2048;AISNE;49.66833977,3.68940610952
BARISIS;2049;AISNE;49.577979369,3.32804487461
BARZY-EN-THIERACHE;2050;AISNE;50.0395375873,3.74901595409
BARZY-SUR-MARNE;2051;AISNE;49.0906196202,3.56214117254
BASSOLES-AULERS;2052;AISNE;49.5332813699,3.38492604839
BAULNE-EN-BRIE;2053;AISNE;48.9896915811,3.60486686026
BAZOCHES-SUR-VESLES;2054;AISNE;49.3070586788,3.61583126589
BEAUME;2055;AISNE;49.8211281836,4.15200066545
BEAUMONT-EN-BEINE;2056;AISNE;49.6874633882,3.13133369335
BEAUREVOIR;2057;AISNE;49.9965608612,3.32970842537
BEAURIEUX;2058;AISNE;49.402806797,3.75287161991
BEAUTOR;2059;AISNE;49.648319958,3.33811188104
BEAUVOIS-EN-VERMANDOIS;2060;AISNE;49.8339921767,3.10282045546
BECQUIGNY;2061;AISNE;50.0158703814,3.45898644538
BELLEAU;2062;AISNE;49.0829128265,3.30049173293
BELLENGLISE;2063;AISNE;49.9261057081,3.2441994692
BELLEU;2064;AISNE;49.3567574344,3.34051688283
BELLICOURT;2065;AISNE;49.9592991729,3.23020850852
BENAY;2066;AISNE;49.755094123,3.30909898139
BERGUES-SUR-SAMBRE;2067;AISNE;50.0294686238,3.711371001
BERLANCOURT;2068;AISNE;49.7808533631,3.75710714699
BERLISE;2069;AISNE;49.6622290606,4.11314086897
BERNOT;2070;AISNE;49.8793651304,3.48665456392
BERNY-RIVIERE;2071;AISNE;49.4113288887,3.14975272702
BERRIEUX;2072;AISNE;49.4823563962,3.8521031839
BERRY-AU-BAC;2073;AISNE;49.4084985083,3.8985497785
BERTAUCOURT-EPOURDON;2074;AISNE;49.6276056573,3.39748988886
BERTHENICOURT;2075;AISNE;49.7788058177,3.37247241058
BERTRICOURT;2076;AISNE;49.3975285682,4.01146178698
BERZY-LE-SEC;2077;AISNE;49.3172125296,3.29666086699
BESME;2078;AISNE;49.5341682819,3.16474171361
BESMONT;2079;AISNE;49.823361306,4.11768907822
BESNY-ET-LOIZY;2080;AISNE;49.5928792816,3.57657238799
BETHANCOURT-EN-VAUX;2081;AISNE;49.6290547772,3.14064657935
BEUGNEUX;2082;AISNE;49.2275759309,3.41647403702
BEUVARDES;2083;AISNE;49.1308547007,3.49165019107
BEZU-LE-GUERY;2084;AISNE;49.0102591835,3.22764610411
BEZU-SAINT-GERMAIN;2085;AISNE;49.1046732888,3.40812513224
BICHANCOURT;2086;AISNE;49.578776546,3.21263017443
BIEUXY;2087;AISNE;49.4476050585,3.26985890807
BIEVRES;2088;AISNE;49.4921822965,3.7137356904
BILLY-SUR-AISNE;2089;AISNE;49.3556556532,3.37609947556
BILLY-SUR-OURCQ;2090;AISNE;49.2215032882,3.29903267663
BLANZY-LES-FISMES;2091;AISNE;49.3372673738,3.671868408
BLERANCOURT;2093;AISNE;49.5076223945,3.15179502187
BLESMES;2094;AISNE;49.0264919363,3.46405474705
BOHAIN-EN-VERMANDOIS;2095;AISNE;49.989032874,3.46522354976
BOIS-LES-PARGNY;2096;AISNE;49.7369350689,3.65414834535
BONCOURT;2097;AISNE;49.6264861998,3.956447719
BONNEIL;2098;AISNE;49.0082419817,3.3459478468
BONNESVALYN;2099;AISNE;49.1264049496,3.32541661771
BONY;2100;AISNE;49.9908643724,3.22116002448
BOSMONT-SUR-SERRE;2101;AISNE;49.7390653213,3.86733568391
BOUCONVILLE-VAUCLAIR;2102;AISNE;49.4606212957,3.75658607824
BOUE;2103;AISNE;50.0114554001,3.71432024852
BOUFFIGNEREUX;2104;AISNE;49.3788374998,3.84626014622
BOURESCHES;2105;AISNE;49.0671787396,3.31728226934
BOURG-ET-COMIN;2106;AISNE;49.4022354002,3.65944342757
BOURGUIGNON-SOUS-COUCY;2107;AISNE;49.5427641575,3.15422957657
BOURGUIGNON-SOUS-MONTBAVIN;2108;AISNE;49.5288056883,3.53777236106
LA BOUTEILLE;2109;AISNE;49.8778828965,3.96243530235
BRAINE;2110;AISNE;49.3484719318,3.53596629744
BRANCOURT-EN-LAONNOIS;2111;AISNE;49.5176286609,3.41282321335
BRANCOURT-LE-GRAND;2112;AISNE;49.98081057,3.39391192109
BRASLES;2114;AISNE;49.0567927241,3.42453409652
BRAYE-EN-LAONNOIS;2115;AISNE;49.4375773374,3.60977976284
BRAYE-EN-THIERACHE;2116;AISNE;49.7675470994,3.96265841899
BRAY-SAINT-CHRISTOPHE;2117;AISNE;49.7746700975,3.14070965091
BRAYE;2118;AISNE;49.4221361409,3.37829006511
BRECY;2119;AISNE;49.1398626041,3.42373097034
BRENELLE;2120;AISNE;49.3680052078,3.5442035574
BRENY;2121;AISNE;49.1842783438,3.34972495405
BRIE;2122;AISNE;49.5973962294,3.4733634659
BRISSAY-CHOIGNY;2123;AISNE;49.7228299725,3.39639768252
BRISSY-HAMEGICOURT;2124;AISNE;49.7432786375,3.39968837909
BRUMETZ;2125;AISNE;49.1103074474,3.15291445147
BRUNEHAMEL;2126;AISNE;49.7718100626,4.18649398572
BRUYERES-SUR-FERE;2127;AISNE;49.1996571467,3.44535846468
BRUYERES-ET-MONTBERAULT;2128;AISNE;49.5239615523,3.66954693798
BRUYS;2129;AISNE;49.2621681637,3.56863439754
BUCILLY;2130;AISNE;49.8658103548,4.09323369949
BUCY-LE-LONG;2131;AISNE;49.3884447185,3.39828602712
BUCY-LES-CERNY;2132;AISNE;49.5790852566,3.496908306
BUCY-LES-PIERREPONT;2133;AISNE;49.6467998089,3.90358311553
BUIRE;2134;AISNE;49.9070296259,4.05674542304
BUIRONFOSSE;2135;AISNE;49.9577111138,3.838016082
BURELLES;2136;AISNE;49.7687046874,3.91196369709
BUSSIARES;2137;AISNE;49.0765910572,3.25026191909
BUZANCY;2138;AISNE;49.3099528163,3.3478744079
CAILLOUEL-CREPIGNY;2139;AISNE;49.6176055636,3.12169527347
CAMELIN;2140;AISNE;49.5205248253,3.12854853594
LA CAPELLE;2141;AISNE;49.9732109539,3.91398483546
CASTRES;2142;AISNE;49.8013894137,3.25325245088
LE CATELET;2143;AISNE;50.0009779444,3.2423098464
CAULAINCOURT;2144;AISNE;49.864658382,3.11126489473
CAUMONT;2145;AISNE;49.6372659106,3.17347612819
CELLES-LES-CONDE;2146;AISNE;49.0148161041,3.57007423847
LA CELLE-SOUS-MONTMIRAIL;2147;AISNE;48.8550537617,3.46590587982
CELLES-SUR-AISNE;2148;AISNE;49.4159264546,3.47446927431
CERIZY;2149;AISNE;49.7670333979,3.33255021354
CERNY-EN-LAONNOIS;2150;AISNE;49.4500150087,3.67982439455
CERNY-LES-BUCY;2151;AISNE;49.5778658953,3.54646763896
CERSEUIL;2152;AISNE;49.324784775,3.51746919082
CESSIERES;2153;AISNE;49.5595788079,3.50190405701
CHACRISE;2154;AISNE;49.3002009035,3.39759102537
CHAILLEVOIS;2155;AISNE;49.5081654549,3.52234605948
CHALANDRY;2156;AISNE;49.6702675165,3.64445509533
CHAMBRY;2157;AISNE;49.5986366056,3.67200832611
CHAMOUILLE;2158;AISNE;49.4720646954,3.67062673062
CHAMPS;2159;AISNE;49.5434967943,3.2618311238
CHAOURSE;2160;AISNE;49.7007898116,3.98562292281
LA CHAPELLE-MONTHODON;2161;AISNE;49.0225665961,3.64502589064
LA CHAPELLE-SUR-CHEZY;2162;AISNE;48.9492049177,3.37662807022
CHARLY-SUR-MARNE;2163;AISNE;48.9898678258,3.29365157876
LE CHARMEL;2164;AISNE;49.1121866037,3.54125960951
CHARMES;2165;AISNE;49.6508532429,3.38525104222
CHARTEVES;2166;AISNE;49.0898127369,3.50871838479
CHASSEMY;2167;AISNE;49.3783410842,3.50271467967
CHATEAU-THIERRY;2168;AISNE;49.0564070801,3.38160004843
CHATILLON-LES-SONS;2169;AISNE;49.7618503091,3.70312508858
CHATILLON-SUR-OISE;2170;AISNE;49.7938161671,3.41630401708
CHAUDARDES;2171;AISNE;49.3962562981,3.78942153696
CHAUDUN;2172;AISNE;49.3150223009,3.25276338247
CHAUNY;2173;AISNE;49.619880673,3.21875355041
CHAVIGNON;2174;AISNE;49.4794437147,3.51936895626
CHAVIGNY;2175;AISNE;49.4232730431,3.30567490669
CHAVONNE;2176;AISNE;49.4073162185,3.56243209622
CHERET;2177;AISNE;49.5141661683,3.68718851388
CHERMIZY-AILLES;2178;AISNE;49.4629888139,3.71995479046
CHERY-CHARTREUVE;2179;AISNE;49.2556867214,3.60484629397
CHERY-LES-POUILLY;2180;AISNE;49.6488389918,3.59416271271
CHERY-LES-ROZOY;2181;AISNE;49.7222192886,4.1011989282
CHEVENNES;2182;AISNE;49.818366417,3.7371313317
CHEVREGNY;2183;AISNE;49.4661009452,3.59365333616
CHEVRESIS-MONCEAU;2184;AISNE;49.7616780422,3.5837583969
CHEZY-EN-ORXOIS;2185;AISNE;49.1268031885,3.16759094422
CHEZY-SUR-MARNE;2186;AISNE;48.983996655,3.38226485102
CHIERRY;2187;AISNE;49.035155356,3.43302324278
CHIGNY;2188;AISNE;49.9298846139,3.77489645427
CHIVRES-EN-LAONNOIS;2189;AISNE;49.6268606782,3.85603255601
CHIVRES-VAL;2190;AISNE;49.4029298198,3.43836038727
CHIVY-LES-ETOUVELLES;2191;AISNE;49.5326303582,3.58562168803
CHOUY;2192;AISNE;49.2167334121,3.24708004454
CIERGES;2193;AISNE;49.1648316775,3.60411788847
CILLY;2194;AISNE;49.7490011958,3.84000022806
CIRY-SALSOGNE;2195;AISNE;49.3674868367,3.46778299062
CLACY-ET-THIERRET;2196;AISNE;49.5524137158,3.56557185412
CLAIRFONTAINE;2197;AISNE;49.9739945177,3.98660655282
CLAMECY;2198;AISNE;49.4281077825,3.36378754787
CLASTRES;2199;AISNE;49.7488769741,3.2302033407
CLERMONT-LES-FERMES;2200;AISNE;49.6601654327,3.94320327145
COEUVRES-ET-VALSERY;2201;AISNE;49.3295432232,3.15290453511
COINCY;2203;AISNE;49.1632280955,3.43633795455
COINGT;2204;AISNE;49.7923246397,4.09591303887
COLLIGIS-CRANDELAIN;2205;AISNE;49.4666159338,3.63042181928
COLONFAY;2206;AISNE;49.8584586783,3.71138683561
COMMENCHON;2207;AISNE;49.6416913377,3.15095437349
CONCEVREUX;2208;AISNE;49.3764478648,3.78830446161
CONDE-EN-BRIE;2209;AISNE;49.0016101753,3.56116999962
CONDE-SUR-AISNE;2210;AISNE;49.4007552828,3.46571591087
CONDE-SUR-SUIPPE;2211;AISNE;49.4138370327,3.94498449027
CONDREN;2212;AISNE;49.6370236167,3.27726632135
CONNIGIS;2213;AISNE;49.0359363932,3.53287282671
CONTESCOURT;2214;AISNE;49.7916934603,3.23428350737
CORBENY;2215;AISNE;49.4620558975,3.82654082441
CORCY;2216;AISNE;49.2549892095,3.19724367023
COUCY-LE-CHATEAU-AUFFRIQUE;2217;AISNE;49.5159709578,3.31548892957
COUCY-LES-EPPES;2218;AISNE;49.5566159059,3.77716711865
COUCY-LA-VILLE;2219;AISNE;49.5405792355,3.34372156034
COULONGES-COHAN;2220;AISNE;49.1980463524,3.62776592985
COUPRU;2221;AISNE;49.0313536349,3.2743801467
COURBES;2222;AISNE;49.6815888779,3.46004834981
COURBOIN;2223;AISNE;48.9960917184,3.50690687861
COURCELLES-SUR-VESLE;2224;AISNE;49.348025885,3.57684035869
COURCHAMPS;2225;AISNE;49.1164230809,3.26303714363
COURMELLES;2226;AISNE;49.3434328339,3.30199112892
COURMONT;2227;AISNE;49.1377444173,3.57546880498
COURTEMONT-VARENNES;2228;AISNE;49.0715288855,3.54168079771
COURTRIZY-ET-FUSSIGNY;2229;AISNE;49.5140957547,3.79503800634
COUVRELLES;2230;AISNE;49.3339841009,3.48486954064
COUVRON-ET-AUMENCOURT;2231;AISNE;49.6458776473,3.52446684584
COYOLLES;2232;AISNE;49.2133089693,3.01306173751
CRAMAILLE;2233;AISNE;49.2285541737,3.45227303073
CRAONNE;2234;AISNE;49.4476368348,3.79203280761
CRAONNELLE;2235;AISNE;49.4254999308,3.77686483236
CRECY-AU-MONT;2236;AISNE;49.4839031807,3.31195074309
CRECY-SUR-SERRE;2237;AISNE;49.698624191,3.62256564798
CREPY;2238;AISNE;49.6082534854,3.5125070585
CREZANCY;2239;AISNE;49.0428713757,3.51138201699
CROIX-FONSOMME;2240;AISNE;49.9306761102,3.39430326005
LA CROIX-SUR-OURCQ;2241;AISNE;49.1598010602,3.35048905306
CROUTTES-SUR-MARNE;2242;AISNE;48.9791200153,3.24757642131
CROUY;2243;AISNE;49.4078535405,3.36640020468
CRUPILLY;2244;AISNE;49.9313828796,3.75249198254
CUFFIES;2245;AISNE;49.4081126802,3.32236958826
CUGNY;2246;AISNE;49.7031009123,3.15424498862
CUIRIEUX;2248;AISNE;49.6834404265,3.81994750866
CUIRY-HOUSSE;2249;AISNE;49.2904033438,3.48843248507
CUIRY-LES-CHAUDARDES;2250;AISNE;49.3897631676,3.76227512623
CUIRY-LES-IVIERS;2251;AISNE;49.7661751176,4.10397751712
CUISSY-ET-GENY;2252;AISNE;49.4034575347,3.70612307803
CUISY-EN-ALMONT;2253;AISNE;49.4207417064,3.24887510168
CUTRY;2254;AISNE;49.3442753875,3.19127169549
CYS-LA-COMMUNE;2255;AISNE;49.3837163848,3.57235420125
DAGNY-LAMBERCY;2256;AISNE;49.7690562311,4.04218248631
DALLON;2257;AISNE;49.8240617542,3.23031219742
DAMMARD;2258;AISNE;49.1470522556,3.17719709632
DAMPLEUX;2259;AISNE;49.2414407733,3.14413128827
DANIZY;2260;AISNE;49.6665738585,3.40089557013
DERCY;2261;AISNE;49.709705981,3.68499803784
DEUILLET;2262;AISNE;49.6285991184,3.36051598302
DHUIZEL;2263;AISNE;49.3602201297,3.61487590771
DIZY-LE-GROS;2264;AISNE;49.6355575735,4.01312880234
DOHIS;2265;AISNE;49.7667554096,4.14178746545
DOLIGNON;2266;AISNE;49.7338298517,4.08637882793
DOMMIERS;2267;AISNE;49.3290731499,3.21634686939
DOMPTIN;2268;AISNE;49.0156995656,3.27296497779
DORENGT;2269;AISNE;49.9652064178,3.7033753973
DOUCHY;2270;AISNE;49.7940905147,3.13035849025
DRAVEGNY;2271;AISNE;49.2391906053,3.64128453803
DROIZY;2272;AISNE;49.2773564352,3.38965007811
DURY;2273;AISNE;49.751235296,3.13377121735
EBOULEAU;2274;AISNE;49.6781110152,3.88259465732
EFFRY;2275;AISNE;49.9191180654,3.98790173223
ENGLANCOURT;2276;AISNE;49.9258825845,3.80718694445
EPAGNY;2277;AISNE;49.471791053,3.25384432012
EPARCY;2278;AISNE;49.8861370225,4.0702371205
EPAUX-BEZU;2279;AISNE;49.1029988371,3.35359350285
EPIEDS;2280;AISNE;49.1045180167,3.45072347386
L'EPINE-AUX-BOIS;2281;AISNE;48.8992804015,3.44384138078
EPPES;2282;AISNE;49.5523855068,3.73980858367
ERLON;2283;AISNE;49.7348278249,3.70534450333
ERLOY;2284;AISNE;49.9195909244,3.83764920476
ESQUEHERIES;2286;AISNE;49.9822300914,3.75309920982
ESSIGNY-LE-GRAND;2287;AISNE;49.7740780116,3.27214459324
ESSIGNY-LE-PETIT;2288;AISNE;49.8961825414,3.36742260207
ESSISES;2289;AISNE;48.9666904843,3.41396491705
ESSOMES-SUR-MARNE;2290;AISNE;49.0341132047,3.34014174183
ESTREES;2291;AISNE;49.9705842912,3.2801536166
ETAMPES-SUR-MARNE;2292;AISNE;49.0317558536,3.41777664616
ETAVES-ET-BOCQUIAUX;2293;AISNE;49.9310354275,3.45081301205
ETOUVELLES;2294;AISNE;49.5186450995,3.58156180986
ETREAUPONT;2295;AISNE;49.8962633822,3.92348915288
ETREILLERS;2296;AISNE;49.8325776228,3.15800068609
ETREPILLY;2297;AISNE;49.0822681369,3.34802063568
ETREUX;2298;AISNE;49.9996010721,3.65890491685
EVERGNICOURT;2299;AISNE;49.4564306975,4.03631753944
FAUCOUCOURT;2301;AISNE;49.5334418244,3.46663902605
FAVEROLLES;2302;AISNE;49.227064775,3.17814481548
FAYET;2303;AISNE;49.8710844824,3.25278845948
LA FERE;2304;AISNE;49.6662828073,3.36938834693
FERE-EN-TARDENOIS;2305;AISNE;49.1875000917,3.51106425515
LA FERTE-CHEVRESIS;2306;AISNE;49.7409973498,3.55129770695
LA FERTE-MILON;2307;AISNE;49.1759874423,3.14237641756
FESMY-LE-SART;2308;AISNE;50.0482154856,3.69825469199
FESTIEUX;2309;AISNE;49.5252642949,3.76013631694
FIEULAINE;2310;AISNE;49.9018502295,3.44594045878
FILAIN;2311;AISNE;49.4528807514,3.5574063541
LA FLAMENGRIE;2312;AISNE;50.0002036206,3.92466690244
FLAVIGNY-LE-GRAND-ET-BEAURAIN;2313;AISNE;49.8865505663,3.67406409367
FLAVY-LE-MARTEL;2315;AISNE;49.7047240534,3.19451403575
FLEURY;2316;AISNE;49.2652863131,3.15947064674
FLUQUIERES;2317;AISNE;49.800435087,3.15658582012
FOLEMBRAY;2318;AISNE;49.5492820594,3.29319165625
FONSOMME;2319;AISNE;49.9012467271,3.39650664791
FONTAINE-LES-CLERCS;2320;AISNE;49.8078439274,3.21253412905
FONTAINE-LES-VERVINS;2321;AISNE;49.8537390603,3.90543025367
FONTAINE-NOTRE-DAME;2322;AISNE;49.8785724713,3.42380596752
FONTAINE-UTERTE;2323;AISNE;49.9252841672,3.36796234214
FONTENELLE;2324;AISNE;50.0309452362,3.84625365761
FONTENELLE-EN-BRIE;2325;AISNE;48.9209099614,3.49208185287
FONTENOY;2326;AISNE;49.4099999437,3.19454758662
FORESTE;2327;AISNE;49.8055794029,3.09615936707
FOSSOY;2328;AISNE;49.044990122,3.48523126715
FOURDRAIN;2329;AISNE;49.6194184451,3.46049121118
FRANCILLY-SELENCY;2330;AISNE;49.8546596853,3.22822036861
FRANQUEVILLE;2331;AISNE;49.8164125588,3.79770261738
FRESNES-EN-TARDENOIS;2332;AISNE;49.1427948273,3.54893406985
FRESNES;2333;AISNE;49.5548078585,3.37018022508
FRESNOY-LE-GRAND;2334;AISNE;49.9540724704,3.41858032499
FRESSANCOURT;2335;AISNE;49.6284783975,3.42727910427
FRIERES-FAILLOUEL;2336;AISNE;49.6835552621,3.23680430341
FROIDESTREES;2337;AISNE;49.9427092508,3.91032175248
FROIDMONT-COHARTILLE;2338;AISNE;49.6818768902,3.72070844849
GANDELU;2339;AISNE;49.0832089104,3.18156231552
GAUCHY;2340;AISNE;49.8234688599,3.28649189661
GERCY;2341;AISNE;49.8158108138,3.87133277309
GERGNY;2342;AISNE;49.9326319225,3.92972384714
GERMAINE;2343;AISNE;49.8124843843,3.11903042429
GERNICOURT;2344;AISNE;49.3952382352,3.86382109909
GIBERCOURT;2345;AISNE;49.7393520234,3.28269647304
GIZY;2346;AISNE;49.6104960814,3.76786152197
GLAND;2347;AISNE;49.0579740538,3.45713931457
GLENNES;2348;AISNE;49.3500649187,3.72060512743
GOUDELANCOURT-LES-BERRIEUX;2349;AISNE;49.4946764579,3.85858670968
GOUDELANCOURT-LES-PIERREPONT;2350;AISNE;49.6783296824,3.85162740345
GOUSSANCOURT;2351;AISNE;49.1608459229,3.65658681802
GOUY;2352;AISNE;49.9987486908,3.26458305638
GRANDLUP-ET-FAY;2353;AISNE;49.6512687794,3.73646950468
GRANDRIEUX;2354;AISNE;49.7291718471,4.1879249496
GRICOURT;2355;AISNE;49.8869947757,3.23960817466
GRISOLLES;2356;AISNE;49.130183511,3.37217369933
GRONARD;2357;AISNE;49.7963196915,3.88176918551
GROUGIS;2358;AISNE;49.9508110437,3.53098081744
GRUGIES;2359;AISNE;49.8100941328,3.2751623814
GUIGNICOURT;2360;AISNE;49.4433017606,3.95534582458
GUISE;2361;AISNE;49.8960415076,3.62476062929
GUIVRY;2362;AISNE;49.651625761,3.12103476493
GUNY;2363;AISNE;49.5120153085,3.26082658052
GUYENCOURT;2364;AISNE;49.3573380108,3.84132930883
HANNAPES;2366;AISNE;49.9771158104,3.61442642232
HAPPENCOURT;2367;AISNE;49.7825905619,3.1831286327
HARAMONT;2368;AISNE;49.2872759039,3.03148977109
HARCIGNY;2369;AISNE;49.80256362,3.9828364762
HARGICOURT;2370;AISNE;49.9664492878,3.19055510378
HARLY;2371;AISNE;49.8407051764,3.33484724239
HARTENNES-ET-TAUX;2372;AISNE;49.2789534457,3.35763287633
HARY;2373;AISNE;49.797388651,3.91927403736
LEHAUCOURT;2374;AISNE;49.911760676,3.27675235436
HAUTEVESNES;2375;AISNE;49.1088469374,3.2356780284
HAUTEVILLE;2376;AISNE;49.8884981223,3.52369340599
HAUTION;2377;AISNE;49.8721128525,3.82719888249
LA HERIE;2378;AISNE;49.8838269882,4.04360657052
LE HERIE-LA-VIEVILLE;2379;AISNE;49.8222697536,3.65376324724
HINACOURT;2380;AISNE;49.7459956466,3.29422566384
HIRSON;2381;AISNE;49.9426458618,4.10483732841
HOLNON;2382;AISNE;49.8612556888,3.20085325892
HOMBLIERES;2383;AISNE;49.8577543083,3.37495127984
HOURY;2384;AISNE;49.7861780633,3.84806416077
HOUSSET;2385;AISNE;49.7961649956,3.69539262425
IRON;2386;AISNE;49.9504309458,3.6652978953
ITANCOURT;2387;AISNE;49.803442885,3.34942752527
IVIERS;2388;AISNE;49.7858863872,4.13552902559
JAULGONNE;2389;AISNE;49.0895236955,3.53359601877
JEANCOURT;2390;AISNE;49.9288562683,3.14778805313
JEANTES;2391;AISNE;49.8127276252,4.06715502895
JONCOURT;2392;AISNE;49.9601487798,3.30407272701
JOUAIGNES;2393;AISNE;49.2928418789,3.52818628425
JUMENCOURT;2395;AISNE;49.5122950231,3.34939792383
JUMIGNY;2396;AISNE;49.4083834603,3.72524669282
JUSSY;2397;AISNE;49.7172050931,3.23611732777
JUVIGNY;2398;AISNE;49.44857677,3.31533781107
JUVINCOURT-ET-DAMARY;2399;AISNE;49.4468853425,3.89147198339
LAFFAUX;2400;AISNE;49.4494770874,3.42995693216
LAIGNY;2401;AISNE;49.8631466398,3.86133626518
LANCHY;2402;AISNE;49.8292105187,3.07415428089
LANDIFAY-ET-BERTAIGNEMONT;2403;AISNE;49.8255553996,3.60399989958
LANDOUZY-LA-COUR;2404;AISNE;49.8441415789,3.99358286375
LANDOUZY-LA-VILLE;2405;AISNE;49.8562890185,4.05045506584
LANDRICOURT;2406;AISNE;49.505420346,3.36950507041
LANISCOURT;2407;AISNE;49.5469118723,3.53406747358
LAON;2408;AISNE;49.5679724897,3.62089561902
LAPPION;2409;AISNE;49.5898015281,3.96457967258
LARGNY-SUR-AUTOMNE;2410;AISNE;49.2610748419,3.05411123113
LATILLY;2411;AISNE;49.1538863119,3.31218468893
LAUNOY;2412;AISNE;49.2629984132,3.4054374314
LAVAL-EN-LAONNOIS;2413;AISNE;49.5029905064,3.58758242212
LAVAQUERESSE;2414;AISNE;49.9465387553,3.7166420191
LAVERSINE;2415;AISNE;49.3528718857,3.15459651522
LEME;2416;AISNE;49.843926232,3.7576717994
LEMPIRE;2417;AISNE;49.9953429453,3.17401503527
LERZY;2418;AISNE;49.9499258495,3.88135093149
LESCHELLE;2419;AISNE;49.9605709227,3.77740709683
LESDINS;2420;AISNE;49.9043632178,3.31462117869
LESGES;2421;AISNE;49.309828392,3.50034767893
LESQUIELLES-SAINT-GERMAIN;2422;AISNE;49.931687068,3.62808644318
LEUILLY-SOUS-COUCY;2423;AISNE;49.4734455044,3.35288205414
LEURY;2424;AISNE;49.4269529918,3.34130922178
LEUZE;2425;AISNE;49.8578215993,4.16963845435
LEVERGIES;2426;AISNE;49.9345380686,3.31185579217
LHUYS;2427;AISNE;49.2728528048,3.54230635286
LICY-CLIGNON;2428;AISNE;49.102123319,3.26534900839
LIERVAL;2429;AISNE;49.4874867517,3.62227691789
LIESSE-NOTRE-DAME;2430;AISNE;49.6108544067,3.81711786834
LIEZ;2431;AISNE;49.6923509874,3.30017368966
LIME;2432;AISNE;49.3234940469,3.55539520178
LISLET;2433;AISNE;49.6757265054,4.02084295692
LIZY;2434;AISNE;49.5119505422,3.47941613566
LOGNY-LES-AUBENTON;2435;AISNE;49.8330144048,4.2201280927
LONGPONT;2438;AISNE;49.2843362442,3.22069360555
LONGUEVAL-BARBONVAL;2439;AISNE;49.3603355862,3.65567844397
LOR;2440;AISNE;49.5296668744,4.05453884406
LOUATRE;2441;AISNE;49.2527947078,3.24153629897
LOUPEIGNE;2442;AISNE;49.2411071956,3.5251073823
LUCY-LE-BOCAGE;2443;AISNE;49.0549612755,3.27616704555
LUGNY;2444;AISNE;49.782281297,3.8121953982
LUZOIR;2445;AISNE;49.9271348987,3.96025090337
LY-FONTAINE;2446;AISNE;49.732033107,3.31099377857
MAAST-ET-VIOLAINE;2447;AISNE;49.2931740531,3.45694908531
MACHECOURT;2448;AISNE;49.6516966172,3.83765995783
MACOGNY;2449;AISNE;49.1590429097,3.21784708642
MACQUIGNY;2450;AISNE;49.8732387452,3.57070489565
MAGNY-LA-FOSSE;2451;AISNE;49.9371259007,3.27654031882
MAISSEMY;2452;AISNE;49.8929443672,3.1890371838
MAIZY;2453;AISNE;49.377259904,3.71616526094
LA MALMAISON;2454;AISNE;49.5165178767,4.00048717912
MALZY;2455;AISNE;49.921297034,3.73000059946
MANICAMP;2456;AISNE;49.5650654162,3.17962639988
MARCHAIS;2457;AISNE;49.5850707567,3.82150148626
MARCHAIS-EN-BRIE;2458;AISNE;48.8935786183,3.49268121283
MARCY;2459;AISNE;49.8535898318,3.41135532201
MARCY-SOUS-MARLE;2460;AISNE;49.7457495163,3.73453881149
MAREST-DAMPCOURT;2461;AISNE;49.59443854,3.14627124688
MAREUIL-EN-DOLE;2462;AISNE;49.2424552782,3.56114326739
MARFONTAINE;2463;AISNE;49.8080469097,3.7639268819
MARGIVAL;2464;AISNE;49.432719029,3.40572977303
MARIGNY-EN-ORXOIS;2465;AISNE;49.0526386182,3.22281001734
MARIZY-SAINTE-GENEVIEVE;2466;AISNE;49.1825477943,3.19814247608
MARIZY-SAINT-MARD;2467;AISNE;49.1822693098,3.22799114728
MARLE;2468;AISNE;49.7451393478,3.7652054501
MARLY-GOMONT;2469;AISNE;49.8913737841,3.7849871912
MARTIGNY;2470;AISNE;49.866582249,4.13443052228
MARTIGNY-COURPIERRE;2471;AISNE;49.4900405005,3.6867077549
MAUREGNY-EN-HAYE;2472;AISNE;49.5406230877,3.79762834314
MAYOT;2473;AISNE;49.7090117255,3.39804766077
